code,name,grade,establishment_type,phone,establishment_date,bed_count,operation_facility,doctor_count,specialist_by_department,department_specialists,other_staff,consultation_hours,location,has_images,sido,sigungu,summary_hostpital,summary
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNzEjJDEjJDgjJDgz,천안성심요양병원,2등급,개인,041-564-8271,2022-06-14,"일반입원실: 상급 : 3 명 , 일반 : 97 명 | 물리치료실: 2 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: N | 간병형태: 공동·개인간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,정형외과: 1 명 | 마취통증의학과: 1 명,정형외과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~17시 30분 | 화요일: 09시 00분~17시 30분 | 수요일: 09시 00분~12시 30분 | 목요일: 09시 00분~17시 30분 | 금요일: 09시 00분~17시 30분,"충청남도 천안시 서북구 원두정3길 37, 4층,5층 (두정동)",True,충청남도,천안시,,"천안성심요양병원은 충청남도 천안시에서 2022년 6월 14일에 설립된 2등급 개인 요양병원이다. 병상은 상급 3명, 일반 97명으로 총 100명이며, 물리치료실은 2명으로 운영된다. 의료진은 총 3명의 일반의사와 1명의 한의사를 포함해 정형외과와 마취통증의학과 전문의가 각각 1명씩 배치되어 있다. 사회복지사 1명, 물리치료사 1명 등 지원 인력이 함께하며, 단독건물에 자원봉사활동이 진행되고 종교활동은 없고 공동·개인간병 형태로 제공된다. 진료시간은 월·화·목·금 09:00~17:30, 수요일은 09:00~12:30이며, 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,천안세인트요양병원,5등급,개인,041-552-0700,2008-06-02,일반입원실: 일반 : 112 명 | 물리치료실: 13 명,장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 2 명 | 의사: 2 명 | 한의사: 1 명,정형외과: 1 명 | 침구과: 1 명,정형외과: 1 명 | 침구과: 1 명,사회복지사: 1 명 | 물리치료사: 2 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시00분~13시00분,"충청남도 천안시 동남구 구성2길 11, (구성동)",True,충청남도,천안시,,"천안세인트요양병원은 충청남도 천안시 단독건물에 위치한 5등급 개인 설립 요양병원으로 2008년 6월 2일 설립되었습니다. 일반입원실 112명과 물리치료실 13명을 보유하고 있으며, 정형외과와 침구과 전문의 각각 1명, 한의사 1명, 의사 2명, 사회복지사 1명, 물리치료사 2명으로 구성된 의료·지원 인력이 운영합니다. 장례식장은 없고, 자원봉사와 종교활동이 활성화된 공동·개인간병 형태로 단독건물 내에서 환자 돌봅니다. 진료는 월~금 09:00~18:00, 토요일 09:00~13:00이며, 점심시간은 월·금 12:00~13:00입니다. 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,천안시립노인전문병원,3등급,공립,041-521-1114,2005-11-21,"일반입원실: 상급 : 1 명 , 일반 : 143 명 | 물리치료실: 11 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,신경과: 1 명 | 외과: 1 명 | 심장혈관흉부외과: 1 명,신경과: 1 명 | 외과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 1 명 | 작업치료사: 2 명,월요일: 08시 30분~17시 30분 | 화요일: 08시 30분~17시 30분 | 수요일: 08시 30분~17시 30분 | 목요일: 08시 30분~17시 30분 | 금요일: 08시 30분~17시 30분 | 토요일: 08시 30분~12시 00분 | 점심시간_월~금: 12:30-13:30,"충청남도 천안시 동남구 목천읍 삼방로 735, (천안시립노인전문병원)",True,충청남도,천안시,,"충청남도 천안시 천안시립노인전문병원은 3등급 공립 요양병원으로 2005년 11월 21일 설립되었습니다. 병상은 상급 1명, 일반 143명으로 구성되며, 물리치료실은 11명 규모로 운영됩니다. 의료진은 총 4명의 의사와 1명의 한의사를 포함해 신경과, 외과, 심장혈관흉부외과 전문의 각각 1명씩 배치하고, 약사 1명, 사회복지사 2명, 물리치료사 1명, 작업치료사 2명 등 지원 인력이 함께합니다. 단독건물에 위치해 공동간병 형태를 채택하고 자원봉사와 종교활동이 활성화되어 있으며, 진료시간은 월~금 08시30분~17시30분, 토요일 08시30분~12시00분, 점심시간은 월·금 12시30분~13시30분으로 정해져 있습니다. 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,천안쌍용요양병원,4등급,개인,041-574-1777,2018-07-09,"일반입원실: 상급 : 12 명 , 일반 : 175 명 | 물리치료실: 6 명",입지정보: 상가건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동·개인간병,총 인원: 5 명 | 의사: 5 명 | 한의사: 2 명,정신건강의학과: 1 명 | 외과: 1 명 | 산부인과: 1 명,정신건강의학과: 1 명 | 외과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시00분~13시00분 | 점심시간_토요일: 12시00분~13시00분,"충청남도 천안시 서북구 충무로 167-12, 쌍용가구백화점 2층 (쌍용동)",True,충청남도,천안시,,"충청남도 천안시 천안쌍용요양병원은 2018년 7월 9일 설립된 4등급 개인 병원으로, 상급 12명, 일반 175명으로 총 187개의 병상을 보유하고 있다. 물리치료실은 6명 규모이며, 의료진은 총 5명의 일반의사와 2명의 한의사, 정신건강의학과·외과·산부인과 전문의 각각 1명씩 배치돼 있다. 사회복지사 1명, 물리치료사 1명 등 지원 인력도 함께 운영된다. 공동·개인간병 형태로 상가건물에 위치해 자원봉사·종교활동은 없으며, 진료는 월~금 09:00~18:00, 토요일 09:00~13:00, 점심시간은 12:00~13:00에 제공된다. 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,천안요양병원,1등급,의료법인,041-569-5533,2008-10-17,"일반입원실: 상급 : 7 명 , 일반 : 231 명 | 물리치료실: 6 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 7 명 | 의사: 7 명 | 한의사: 1 명,내과: 1 명 | 외과: 1 명 | 소아청소년과: 1 명 | 재활의학과: 1 명 | 가정의학과: 2 명 | 한방신경정신과: 1 명,내과: 1 명 | 외과: 1 명 | 소아청소년과: 1 명 | 재활의학과: 1 명 | 가정의학과: 2 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 10 명 | 작업치료사: 7 명,,"충청남도 천안시 동남구 삼룡천3길 10, (구성동, 이라의료재단 천안병원)",True,충청남도,천안시,,"천안요양병원은 충청남도 천안시에 위치한 1등급 의료법인으로 2008년 10월 17일 설립되었습니다. 병상은 상급 7명, 일반 231명으로 구성되며 물리치료실은 6개, 물리치료사 10명, 작업치료사 7명이 운영됩니다. 의사 7명(한의사 1명 포함)과 내·외·소아·재활·가정·한방신경정신과 등 7개 과별 전문의가 배치되어 있으며, 약사 1명, 사회복지사 2명이 지원합니다. 단독건물에 자리하며 자원봉사와 종교활동이 활성화되고 공동·개인간병 형태로 서비스를 제공, 연락 및 확인 용이합니다."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,천안우리요양병원,2등급,개인,041-415-1004,2014-11-14,일반입원실: 일반 : 70 명 | 물리치료실: 9 명,장례식장: N | 입지정보: 상가건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 2 명 | 의사: 2 명,병리과: 1 명 | 재활의학과: 1 명,재활의학과: 1 명,물리치료사: 7 명 | 작업치료사: 6 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12 : 00분 ~13 : 25분,"충청남도 천안시 서북구 쌍용19로 21, (쌍용동, 유림빌딩(2,3,4층))",True,충청남도,천안시,,"충청남도 천안시 천안우리요양병원은 2등급 개인 병원으로 2014년 11월 14일 설립되었으며, 일반입원실 70명과 물리치료실 9명을 보유하고 있다. 의료진은 총 2명의 의사(병리과 1명, 재활의학과 1명)와 재활의학과 전문의 1명, 물리치료사 7명, 작업치료사 6명으로 구성된다. 운영 특성으로는 장례식장, 자원봉사활동, 종교활동이 없으며, 공동간병 형태를 채택하고 상가건물에 입지해 있다. 진료는 월~금 매일 09시부터 18시까지이며, 점심시간은 12시부터 13시 25분까지 운영된다. 사진 제공 가능하며 연락 및 확인 용이."
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,천안퍼스트힐요양병원,등급외,개인,041-904-7000,2022-11-09,"일반입원실: 상급 : 16 명 , 일반 : 32 명 | 물리치료실: 7 명",,총 인원: 1 명 | 의사: 1 명,내과: 1 명,내과: 1 명,사회복지사: 2 명 | 물리치료사: 3 명,,"충청남도 천안시 서북구 백석로 99, 1층~4층 (백석동)",True,충청남도,천안시,,"천안퍼스트힐요양병원은 충청남도 천안시에서 2022년 11월 9일에 설립된 개인형 요양병원으로 등급외 등급을 보유하고 있다. 병상은 상급 16명, 일반 32명으로 총 48명 수용이 가능하며, 물리치료실에는 7명의 물리치료사가 근무한다. 의료진은 내과 전문의 1명과 총 1명의 의사가 배치되어 있으며, 사회복지사 2명과 물리치료사 3명이 추가로 지원한다. 입지와 교통은 천안시 중심에 위치해 접근성이 좋으며, 간병형태는 전문 간호사와 물리치료사가 협력해 제공한다. 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,천진요양병원,1등급,개인,032-577-9777,2020-02-20,"일반입원실: 상급 : 4 명 , 일반 : 196 명 | 물리치료실: 6 명",,총 인원: 5 명 | 의사: 5 명 | 한의사: 2 명,신경외과: 1 명 | 산부인과: 2 명,신경외과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,,"인천광역시 서구 건지로 264, 4,5,6층 (가좌동)",True,인천광역시,서구,,"인천광역시 서구에 위치한 천진요양병원은 2020년 2월 20일에 설립된 개인 병원으로, 1등급 평가를 받았습니다. 병상은 상급 4명과 일반 196명으로 총 200석을 보유하고 있으며, 물리치료실은 6명의 전문 물리치료사가 운영합니다. 의료진은 총 5명의 의사와 2명의 한의사를 포함하고, 전문의는 신경외과 1명과 산부인과 2명으로 구성되어 있습니다. 과별 전문의는 신경외과 1명이며, 사회복지사 1명과 물리치료사 1명이 추가로 지원하여 환자 돌봄에 기여합니다. 연락 및 확인 용이합니다."
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz,철원요양병원,5등급,의료법인,033-455-3131,2011-07-14,"일반입원실: 상급 : 19 명 , 일반 : 163 명 | 물리치료실: 16 명",장례식장: Y | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 신경외과: 1 명 | 가정의학과: 1 명,외과: 1 명 | 신경외과: 1 명 | 가정의학과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시00분~13시00분,"강원특별자치도 철원군 동송읍 금학로157번길 23-17,",True,강원특별자치도,철원군,,"강원특별자치도 철원군에 위치한 철원요양병원은 5등급 의료법인으로 2011년 7월 14일 설립되었습니다. 상급 19명, 일반 163명으로 총 182병상을 보유하며 물리치료실은 16명을 수용합니다. 의료진은 총 4명의 전문의(외과 1, 신경외과 1, 가정의학과 1)와 한의사 1명, 약사 1명, 사회복지사 2명, 물리치료사 1명으로 구성되어 있습니다. 장례식장 운영, 단독건물 입지, 자원봉사 및 종교활동이 활성화된 공동간병 형태이며, 진료는 월~금 09:00~18:00(점심 12:00~13:00)로 제공됩니다. 연락 및 확인 용이."
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,첨단THE선요양병원,1등급,의료법인,062-519-5000,2013-09-13,일반입원실: 일반 : 385 명 | 격리병실: 9 명 | 물리치료실: 6 명,,총 인원: 5 명 | 의사: 5 명 | 한의사: 1 명,내과: 1 명 | 신경과: 1 명 | 외과: 1 명 | 가정의학과: 1 명,가정의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 1 명,,"광주광역시 북구 첨단연신로 25, 2,3,5,6층 (연제동)",True,광주광역시,북구,,"첨단THE선요양병원은 광주광역시 북구에 위치한 1등급 의료법인으로 2013년 9월 13일 설립되었습니다. 병상수는 일반입원실 385명, 격리병실 9명이며 물리치료실은 6개가 운영됩니다. 의료진은 총 5명의 의사(내과 1명, 신경과 1명, 외과 1명, 가정의학과 1명)와 한의사 1명, 전문의 1명(가정의학과)으로 구성되며, 약사 1명, 사회복지사 1명, 물리치료사 1명이 지원합니다. 입지상 교통이 편리하고, 간병형태는 병원 내부에서 제공되며, 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,첨단요양병원,1등급,개인,053-669-1000,2009-02-23,"일반입원실: 상급 : 17 명 , 일반 : 216 명 | 물리치료실: 15 명",장례식장: Y | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 6 명 | 의사: 6 명,내과: 2 명 | 신경외과: 1 명 | 심장혈관흉부외과: 1 명 | 산부인과: 1 명,내과: 2 명 | 신경외과: 1 명 | 심장혈관흉부외과: 1 명 | 산부인과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 6 명 | 작업치료사: 1 명,월요일: 09시 00분~17시 00분 | 화요일: 09시 00분~17시 00분 | 수요일: 09시 00분~17시 00분 | 목요일: 09시 00분~17시 00분 | 금요일: 09시 00분~17시 00분 | 토요일: 09시 00분~12시 30분 | 점심시간_월~금: 12시30분 ~ 13시30분,"대구광역시 북구 대현로 19, (대현동)",True,대구광역시,북구,,"대구광역시 북구에 위치한 첨단요양병원은 2009년 2월 23일 설립된 1등급 개인 병원으로, 상급병상 17명과 일반병상 216명을 보유하고 있다. 물리치료실은 15명 규모이며, 장례식장 운영과 자원봉사·종교활동이 활성화된 단독건물에 공동간병 형태로 서비스를 제공한다. 의료진은 총 6명의 의사(내과 2명, 신경외과 1명, 심장혈관흉부외과 1명, 산부인과 1명)과 약사 1명, 사회복지사 1명, 물리치료사 6명, 작업치료사 1명으로 구성된다. 진료는 월~금 09:00~17:00, 토요일 09:00~12:30(점심 12:30~13:30)로 운영된다. 연락 및 확인 용이."
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz,첨단요양병원,1등급,개인,062-607-1900,2009-02-23,"일반입원실: 상급 : 10 명 , 일반 : 286 명 | 격리병실: 3 명 | 물리치료실: 10 명",입지정보: 상가건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동·개인간병,총 인원: 9 명 | 의사: 9 명 | 한의사: 1 명,내과: 3 명 | 마취통증의학과: 1 명 | 재활의학과: 2 명 | 가정의학과: 1 명,내과: 3 명 | 마취통증의학과: 1 명 | 재활의학과: 2 명 | 가정의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 23 명 | 작업치료사: 14 명,,"광주광역시 광산구 첨단중앙로170번길 54, (쌍암동)",True,광주광역시,광산구,,"광주광역시 광산구에 위치한 첨단요양병원은 2009년 2월 23일 설립된 1등급 개인 병원으로, 상급 10명, 일반 286명, 격리 3명의 병상을 보유하고 있다. 물리치료실은 10명 규모이며, 총 9명의 의사와 한 명의 한의사를 포함한 전문의는 내과 3명, 마취통증의학과 1명, 재활의학과 2명, 가정의학과 1명으로 구성된다. 기타 의료·지원 인력으로는 약사 1명, 사회복지사 1명, 물리치료사 23명, 작업치료사 14명이 있다. 상가건물에 입지한 병원은 공동·개인간병 형태를 제공하며, 자원봉사·종교활동은 없고, 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,청담요양병원,1등급,개인,032-324-8255,2013-03-11,일반입원실: 일반 : 355 명 | 격리병실: 1 명 | 물리치료실: 7 명,,총 인원: 4 명 | 의사: 4 명,내과: 1 명 | 외과: 1 명 | 재활의학과: 1 명,내과: 1 명 | 재활의학과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 10 명 | 작업치료사: 5 명,,"인천광역시 서구 열우물로 235, 2~5층 (가좌동, 가재울플라자)",True,인천광역시,서구,,"인천광역시 서구에 위치한 청담요양병원은 1등급 개인 설립 병원으로 2013년 3월 11일 설립되었습니다. 병상은 일반입원실 355명, 격리병실 1명으로 구성되며 물리치료실은 7개가 운영됩니다. 의료진은 총 4명의 의사(내과 1명, 외과 1명, 재활의학과 1명)와 전문의가 포함되며, 약사 1명, 사회복지사 2명, 물리치료사 10명, 작업치료사 5명이 지원합니다. 장례식장은 없으며, 교통이 편리한 입지에 간병형태는 주간·야간 지원이 가능하고 종교·자원봉사 활동이 활성화되어 있어 연락 및 확인이 용이합니다."
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,청담요양병원,2등급,개인,055-720-2222,2013-03-11,"일반입원실: 상급 : 2 명 , 일반 : 217 명 | 물리치료실: 10 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 6 명 | 의사: 6 명 | 한의사: 1 명,외과: 1 명 | 산부인과: 1 명 | 소아청소년과: 1 명 | 재활의학과: 1 명,외과: 1 명 | 소아청소년과: 1 명 | 재활의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 12 명 | 작업치료사: 6 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~17시 30분 | 수요일: 09시 00분~17시 30분 | 목요일: 09시 00분~17시 30분 | 금요일: 09시 00분~17시 30분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 12시00분~13시00분 | 점심시간_토요일: 12시00분~13시00분,"경상남도 김해시 진영읍 김해대로 132-1, (진영읍)",False,경상남도,김해시,,"경상남도 김해시에 위치한 청담요양병원은 2013년 3월 11일 설립된 2등급 개인 병원이다. 병상은 상급 2명, 일반 217명으로 구성되며 물리치료실은 10명 규모로 운영된다. 의료진은 총 6명의 의사와 1명의 한의사를 포함해 외과, 산부인과, 소아청소년과, 재활의학과 전문의가 각각 1명씩 배치돼 있고, 약사, 사회복지사, 물리치료사 12명, 작업치료사 6명 등 지원 인력이 있다. 공동간병 형태로 단독건물에 자리하며 자원봉사와 종교활동이 활성화돼 있고, 진료시간은 월요일 09:00-18:00, 화-금 09:00-17:30, 토요일 09:00-13:00이며 점심시간은 월·금 12:00-13:00, 토요일 12:00-13:00이다. 연락 및 확인 용이."
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,청담힐요양병원,3등급,개인,02-542-7582,2018-07-20,"일반입원실: 상급 : 44 명 , 일반 : 100 명 | 물리치료실: 6 명",,총 인원: 2 명 | 의사: 2 명,성형외과: 1 명 | 가정의학과: 1 명,성형외과: 1 명 | 가정의학과: 1 명,사회복지사: 2 명 | 물리치료사: 10 명,,"서울특별시 강남구 영동대로 713, 9~14층 (청담동)",True,서울특별시,강남구,,"청담힐요양병원은 3등급 개인 병원으로, 서울특별시 강남구에 위치해 있으며, 2018년 7월 20일 설립되었습니다. 상급입원실 44명과 일반입원실 100명을 보유하고 있어 총 144명의 환자를 수용할 수 있습니다. 물리치료실은 6개 방으로 구성되어 있으며, 10명의 물리치료사가 전문적인 재활 치료를 제공합니다. 의료진은 성형외과와 가정의학과 전문의 1명씩 총 2명의 의사와 2명의 사회복지사로 이루어져 있습니다. 운영 특성은 개인 병원으로, 전문 의료진과 지원 인력으로 구성되어 있습니다. 청담힐요양병원은 재활 치료와 전문 의료 서비스를 제공하며, 환자 중심의 간호와 지원을 중시합니다. 병원은 2018년 설립 이후 꾸준히 성장해 왔으며, 지역사회와 협력하여 다양한 재활 프로그램을 운영하고 있습니다. 진료 및 서비스 관련 문의는 연락 및 확인 용이한 방법으로 진행됩니다."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQyIyQxIyQwMCQzNjEyMjIjNzEjJDEjJDgjJDgz,청라베스트요양병원,1등급,개인,032-220-1500,2019-07-26,"일반입원실: 상급 : 5 명 , 일반 : 234 명 | 물리치료실: 16 명",입지정보: 상가건물 | 간병형태: 공동·개인간병,총 인원: 6 명 | 의사: 6 명 | 한의사: 2 명,신경외과: 1 명 | 마취통증의학과: 1 명 | 재활의학과: 1 명,마취통증의학과: 1 명 | 재활의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 16 명 | 작업치료사: 10 명,,"인천광역시 서구 봉오재3로110번길 7, 가정봄프라자 6,7,8,9층 (가정동)",True,인천광역시,서구,,"인천광역시 서구에 위치한 청라베스트요양병원은 1등급 개인 요양병원으로 2019년 7월 26일 설립되었습니다. 병상은 상급 5명, 일반 234명으로 구성되며, 물리치료실은 16명 규모로 운영됩니다. 의료진은 총 6명의 의사와 2명의 한의사를 포함해 신경외과 1명, 마취통증의학과 1명, 재활의학과 1명 등 전문의가 배치되어 있으며, 약사 1명, 사회복지사 1명, 물리치료사 16명, 작업치료사 10명이 지원합니다. 입지는 상가건물에 자리하고 공동·개인간병 형태로 운영되며, 연락 및 확인 용이합니다."
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,청림요양병원,2등급,개인,051-208-9900,2011-02-11,"일반입원실: 상급 : 7 명 , 일반 : 163 명 | 물리치료실: 8 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,정형외과: 1 명 | 가정의학과: 1 명,정형외과: 1 명 | 가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~17시 00분 | 화요일: 09시 00분~17시 00분 | 수요일: 09시 00분~17시 00분 | 목요일: 09시 00분~17시 00분 | 금요일: 09시 00분~17시 00분 | 토요일: 09시 00분~14시 00분 | 점심시간_월~금: 12시30분~13시30분 | 점심시간_토요일: 없음 | 점심시간_일요일: 휴진,"부산광역시 사하구 낙동대로 377, (당리동)",True,부산광역시,사하구,,"부산광역시 사하구에 위치한 청림요양병원은 2등급 개인 설립 병원으로 2011년 2월 11일 설립되었으며, 상급 입원실 7명, 일반 입원실 163명, 물리치료실 8명으로 구성되어 단독건물에 자리하고 장례식장은 운영하지 않습니다. 의료진은 총 4명의 의사(정형외과 1명, 가정의학과 1명)와 한의사 1명, 전문의 2명(정형외과 1명, 가정의학과 1명)으로 구성되고, 사회복지사 1명, 물리치료사 1명이 지원합니다. 공동간병 형태로 종교활동과 자원봉사 활동이 활성화되어 있습니다. 진료는 월~금 09:00~17:00, 토 09:00~14:00이며, 점심시간은 월·금 12:30~13:30, 토요일은 없고 일요일은 휴진입니다. 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNTEjJDEjJDIjJDgz,청보요양병원,4등급,개인,055-314-0008,,"일반입원실: 상급 : 2 명 , 일반 : 65 명 | 물리치료실: 8 명",장례식장: N | 입지정보: 상가건물 | 자원봉사활동: Y | 종교활동: N | 간병형태: 공동간병,총 인원: 2 명 | 의사: 2 명,산부인과: 1 명,산부인과: 1 명,,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~13시 00분 | 점심시간_월~금: 13시00분~14시00분,"경상남도 김해시 해반천로168번길 38, 3,4층 (삼계동)",False,경상남도,김해시,,"경상남도 김해시 청보요양병원은 4등급 개인 설립 병원으로, 상급 병상 2개와 일반 병상 65개, 물리치료실 8개를 보유하고 있습니다. 장례식장은 없으며, 상가건물에 위치해 자원봉사활동이 활성화된 공동간병 형태를 운영합니다. 의료진은 총 2명의 의사 중 산부인과 전문의 1명이 배치되어 있으며, 진료는 월~금 09:00~18:00, 토요일 09:00~13:00에 진행되고 점심시간은 월·금 13:00~14:00입니다. 연락 및 확인 용이."
